song,artist,play_time,download_time,username,time_type,play_datetime,play_date,time_day_secs,hour,day_of_month,weekday,weekend_flag,time_since_play,artist_count,total_plays,avg_play_hour,avg_play_day,total_weekend_plays,total_artist_plays,artist_distinct_songs,artist_max_song_count,artist_max_song_percent,percent_of_artist_play,song_rank,artist_rank
Black Magic Woman,Santana,20Oct5:58pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-20 17:58:00.000000,2019-10-20,64680,17,20,6,1,73983,3,3,16.333333333333332,5.666666666666667,3,3,1,3,1.0,1.0,1168,434.0
Midnight Train to Georgia ,Gladys Knight & The Pips,20Oct5:54pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-20 17:54:00.000000,2019-10-20,64440,17,20,6,1,74223,3,3,16.333333333333332,5.666666666666667,3,3,1,3,1.0,1.0,1203,434.0
Superstition ,Stevie Wonder,20Oct5:50pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-20 17:50:00.000000,2019-10-20,64200,17,20,6,1,74463,15,4,15.0,4.25,3,15,10,4,0.26666666666666666,0.26666666666666666,826,145.0
Family Affair ,Sly & The Family Stone,20Oct5:47pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-20 17:47:00.000000,2019-10-20,64020,17,20,6,1,74643,5,5,13.8,3.4,3,5,1,5,1.0,1.0,526,310.0
Come and Get Your Love,Redbone,20Oct5:42pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-20 17:42:00.000000,2019-10-20,63720,17,20,6,1,74943,3,3,16.333333333333332,5.666666666666667,3,3,1,3,1.0,1.0,1250,434.0
Walk This Way,Aerosmith,20Oct5:39pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-20 17:39:00.000000,2019-10-20,63540,17,20,6,1,75123,3,3,16.333333333333332,5.666666666666667,3,3,1,3,1.0,1.0,926,434.0
Easy,Commodores,20Oct5:34pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-20 17:34:00.000000,2019-10-20,63240,17,20,6,1,75423,3,3,16.333333333333332,5.666666666666667,3,3,1,3,1.0,1.0,946,434.0
Dancing Queen,ABBA,20Oct5:28pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-20 17:28:00.000000,2019-10-20,62880,17,20,6,1,75783,3,3,16.333333333333332,5.666666666666667,3,3,1,3,1.0,1.0,953,434.0
Kodachrome,Paul Simon,20Oct5:24pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-20 17:24:00.000000,2019-10-20,62640,17,20,6,1,76023,9,3,15.666666666666666,5.666666666666667,3,9,3,5,0.5555555555555556,0.3333333333333333,1190,207.0
Shining Star,"Earth, Wind & Fire",20Oct5:21pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-20 17:21:00.000000,2019-10-20,62460,17,20,6,1,76203,7,3,13.666666666666666,5.333333333333333,3,7,2,4,0.5714285714285714,0.42857142857142855,994,252.0
Best of My Love,The Emotions,20Oct5:17pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-20 17:17:00.000000,2019-10-20,62220,17,20,6,1,76443,2,2,14.0,5.5,2,2,1,2,1.0,1.0,1536,560.0
Mr. Blue Sky,Electric Light Orchestra,20Oct5:11pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-20 17:11:00.000000,2019-10-20,61860,17,20,6,1,76803,7,4,17.5,4.5,3,7,3,4,0.5714285714285714,0.5714285714285714,807,252.0
Free Ride,The Edgar Winter Group,20Oct5:08pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-20 17:08:00.000000,2019-10-20,61680,17,20,6,1,76983,3,3,16.333333333333332,4.0,2,3,1,3,1.0,1.0,1170,434.0
Only the Good Die Young,Billy Joel,20Oct5:04pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-20 17:04:00.000000,2019-10-20,61440,17,20,6,1,77223,7,3,16.333333333333332,4.0,2,7,4,3,0.42857142857142855,0.42857142857142855,931,252.0
Lido Shuffle,Boz Scaggs,20Oct5:00pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-20 17:00:00.000000,2019-10-20,61200,17,20,6,1,77463,5,5,16.2,3.8,3,5,1,5,1.0,1.0,533,310.0
Blinded by the Light ,Manfred Mann's Earth Band,20Oct4:57pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-20 16:57:00.000000,2019-10-20,61020,16,20,6,1,77643,4,4,14.75,4.25,3,4,1,4,1.0,1.0,835,369.0
September,"Earth, Wind & Fire",20Oct4:53pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-20 16:53:00.000000,2019-10-20,60780,16,20,6,1,77883,7,4,14.75,4.25,3,7,2,4,0.5714285714285714,0.5714285714285714,862,252.0
Hooked on a Feeling,Blue Swede,20Oct4:50pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-20 16:50:00.000000,2019-10-20,60600,16,20,6,1,78063,1,1,16.0,6.0,1,1,1,1,1.0,1.0,2787,807.0
I Can See Clearly Now ,Johnny Nash,20Oct4:47pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-20 16:47:00.000000,2019-10-20,60420,16,20,6,1,78243,5,5,15.2,4.4,4,5,1,5,1.0,1.0,674,310.0
Me And Julio Down By The Schoolyard,Paul Simon,20Oct4:45pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-20 16:45:00.000000,2019-10-20,60300,16,20,6,1,78363,9,5,15.2,4.4,4,9,3,5,0.5555555555555556,0.5555555555555556,657,207.0
Red Velvet,OutKast,20Oct1:58pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-20 13:58:00.000000,2019-10-20,50280,13,20,6,1,1983,5,1,13.0,6.0,1,5,4,2,0.4,0.2,2137,310.0
Sittin' In My Car,Slick Rick,20Oct1:54pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-20 13:54:00.000000,2019-10-20,50040,13,20,6,1,2223,2,1,13.0,6.0,1,2,2,1,0.5,0.5,2838,560.0
Vapors,Biz Markie,20Oct1:48pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-20 13:48:00.000000,2019-10-20,49680,13,20,6,1,2583,1,1,13.0,6.0,1,1,1,1,1.0,1.0,2507,807.0
Escobar '97,Nas,20Oct1:44pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-20 13:44:00.000000,2019-10-20,49440,13,20,6,1,2823,18,1,13.0,6.0,1,18,13,3,0.16666666666666666,0.05555555555555555,3366,122.0
Fight The Power ,Public Enemy,20Oct1:39pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-20 13:39:00.000000,2019-10-20,49140,13,20,6,1,3123,1,1,13.0,6.0,1,1,1,1,1.0,1.0,2231,807.0
Intro,"Royce da 5'9""",20Oct1:37pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-20 13:37:00.000000,2019-10-20,49020,13,20,6,1,3243,10,1,13.0,6.0,1,10,7,3,0.3,0.1,3969,188.0
That's That,MF DOOM,20Oct1:35pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-20 13:35:00.000000,2019-10-20,48900,13,20,6,1,3363,22,1,13.0,6.0,1,22,5,8,0.36363636363636365,0.045454545454545456,4280,98.0
Arose,Eminem,20Oct1:32pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-20 13:32:00.000000,2019-10-20,48720,13,20,6,1,3543,1,1,13.0,6.0,1,1,1,1,1.0,1.0,4753,807.0
Steady Mobbin',Ice Cube,20Oct1:27pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-20 13:27:00.000000,2019-10-20,48420,13,20,6,1,3843,1,1,13.0,6.0,1,1,1,1,1.0,1.0,2597,807.0
Raise It Up,Slum Village,20Oct1:22pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-20 13:22:00.000000,2019-10-20,48120,13,20,6,1,4143,32,1,13.0,6.0,1,32,14,5,0.15625,0.03125,4332,82.0
Tomorrow Is A Latter Day,Andrew Rannells,18Oct9:34am,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-18 09:34:00.000000,2019-10-18,34440,9,18,4,0,17823,8,1,9.0,4.0,0,8,5,4,0.5,0.125,4537,230.0
Joseph Smith American Moses,Rema Webb,18Oct9:28am,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-18 09:28:00.000000,2019-10-18,34080,9,18,4,0,18183,1,1,9.0,4.0,0,1,1,1,1.0,1.0,3051,807.0
I Am Africa,Clark Johnsen,18Oct9:26am,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-18 09:26:00.000000,2019-10-18,33960,9,18,4,0,18303,1,1,9.0,4.0,0,1,1,1,1.0,1.0,2759,807.0
Baptize Me,Josh Gad,18Oct9:21am,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-18 09:21:00.000000,2019-10-18,33660,9,18,4,0,18603,4,1,9.0,4.0,0,4,4,1,0.25,0.25,4672,369.0
I Believe,Andrew Rannells,18Oct9:18am,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-18 09:18:00.000000,2019-10-18,33480,9,18,4,0,18783,8,1,9.0,4.0,0,8,5,4,0.5,0.125,4536,230.0
Spooky Mormon Hell Dream,Benjamin Schrader,18Oct9:09am,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-18 09:09:00.000000,2019-10-18,32940,9,18,4,0,19323,1,1,9.0,4.0,0,1,1,1,1.0,1.0,2589,807.0
Making Things Up Again,Lewis Cleale,18Oct9:05am,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-18 09:05:00.000000,2019-10-18,32700,9,18,4,0,19563,2,2,9.0,4.0,0,2,1,2,1.0,1.0,1707,560.0
Making Things Up Again,Lewis Cleale,18Oct9:05am,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-18 09:05:00.000000,2019-10-18,32700,9,18,4,0,19563,2,2,9.0,4.0,0,2,1,2,1.0,1.0,1707,560.0
Man Up,Josh Gad,18Oct9:01am,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-18 09:01:00.000000,2019-10-18,32460,9,18,4,0,19803,4,1,9.0,4.0,0,4,4,1,0.25,0.25,4674,369.0
Sal Tlay Ka Siti,Nikki M. James,18Oct8:57am,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-18 08:57:00.000000,2019-10-18,32220,8,18,4,0,20043,1,1,8.0,4.0,0,1,1,1,1.0,1.0,2698,807.0
All,Andrew Rannells,18Oct8:51am,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-18 08:51:00.000000,2019-10-18,31860,8,18,4,0,20403,8,1,8.0,4.0,0,8,5,4,0.5,0.125,4535,230.0
I Am Here for You,Josh Gad,18Oct8:49am,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-18 08:49:00.000000,2019-10-18,31740,8,18,4,0,20523,4,1,8.0,4.0,0,4,4,1,0.25,0.25,4673,369.0
Turn It Off,Scott Barnhardt,18Oct8:44am,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-18 08:44:00.000000,2019-10-18,31440,8,18,4,0,20823,1,1,8.0,4.0,0,1,1,1,1.0,1.0,2404,807.0
Hasa Diga Eebowai,Michael Potts,18Oct8:39am,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-18 08:39:00.000000,2019-10-18,31140,8,18,4,0,21123,1,1,8.0,4.0,0,1,1,1,1.0,1.0,2922,807.0
You And Me (But Mostly Me),Josh Gad,18Oct8:36am,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-18 08:36:00.000000,2019-10-18,30960,8,18,4,0,21303,4,1,8.0,4.0,0,4,4,1,0.25,0.25,4675,369.0
Two By Two,Andrew Rannells,18Oct8:32am,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-18 08:32:00.000000,2019-10-18,30720,8,18,4,0,21543,8,1,8.0,4.0,0,8,5,4,0.5,0.125,4538,230.0
Hello!,Andrew Rannells,18Oct8:29am,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-18 08:29:00.000000,2019-10-18,30540,8,18,4,0,21723,8,4,9.25,4.0,0,8,5,4,0.5,0.5,797,230.0
Études: No. 2,Philip Glass,17Oct3:27pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-17 15:27:00.000000,2019-10-17,55620,15,17,3,0,83043,110,40,5.55,4.35,30,110,43,40,0.36363636363636365,0.36363636363636365,31,25.0
"Requiem, Op. 48: In Paradisum",Gabriel Fauré,17Oct3:03pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-17 15:03:00.000000,2019-10-17,54180,15,17,3,0,84483,5,3,16.0,3.0,0,5,3,3,0.6,0.6,1179,310.0
Pavane pour une infante défunte,Maurice Ravel,17Oct2:58pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-17 14:58:00.000000,2019-10-17,53880,14,17,3,0,84783,10,3,15.666666666666666,3.0,0,10,5,3,0.3,0.3,1223,188.0
"Violin Partita No. 2 in D Minor, BWV 1004: V. Chaconne",Johann Sebastian Bach,17Oct2:43pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-17 14:43:00.000000,2019-10-17,52980,14,17,3,0,85683,104,4,16.25,2.75,1,104,14,55,0.5288461538461539,0.038461538461538464,765,27.0
"12 Etudes, Op. 10: Etude No. 1 in C Major, Op. 10, No. 1",Frédéric Chopin,17Oct2:41pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-17 14:41:00.000000,2019-10-17,52860,14,17,3,0,85803,43,5,16.0,2.6,1,43,8,9,0.20930232558139536,0.11627906976744186,676,69.0
Strange Vessels,Caoimhín Ó Raghallaigh,16Oct5:59pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-16 17:59:00.000000,2019-10-16,64740,17,16,2,0,73923,1,1,17.0,2.0,0,1,1,1,1.0,1.0,2560,807.0
Sally Ann ,Carling & Will,16Oct5:57pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-16 17:57:00.000000,2019-10-16,64620,17,16,2,0,74043,1,1,17.0,2.0,0,1,1,1,1.0,1.0,2700,807.0
La Mer Peu Profonde,The Ballroom Thieves,16Oct5:56pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-16 17:56:00.000000,2019-10-16,64560,17,16,2,0,74103,1,1,17.0,2.0,0,1,1,1,1.0,1.0,2969,807.0
Field (feat. Ren Ford),Keaton Henson,16Oct5:52pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-16 17:52:00.000000,2019-10-16,64320,17,16,2,0,74343,2,1,17.0,2.0,0,2,2,1,0.5,0.5,2147,560.0
Here Too Far,Beta Radio,16Oct5:51pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-16 17:51:00.000000,2019-10-16,64260,17,16,2,0,74403,1,1,17.0,2.0,0,1,1,1,1.0,1.0,2897,807.0
In the Kitchen,HawkTail,16Oct5:47pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-16 17:47:00.000000,2019-10-16,64020,17,16,2,0,74643,1,1,17.0,2.0,0,1,1,1,1.0,1.0,3063,807.0
Night After Sidewalk,Kaki King,16Oct5:43pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-16 17:43:00.000000,2019-10-16,63780,17,16,2,0,74883,1,1,17.0,2.0,0,1,1,1,1.0,1.0,2385,807.0
Kingdom of Jones,William Tyler,16Oct5:40pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-16 17:40:00.000000,2019-10-16,63600,17,16,2,0,75063,1,1,17.0,2.0,0,1,1,1,1.0,1.0,3133,807.0
X,Henry Jackman,16Oct5:31pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-16 17:31:00.000000,2019-10-16,63060,17,16,2,0,75603,487,2,15.5,2.0,0,487,13,319,0.6550308008213552,0.004106776180698152,2020,3.0
See What I've Become,Zack Hemsey,16Oct5:27pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-16 17:27:00.000000,2019-10-16,62820,17,16,2,0,75843,3,3,14.666666666666666,2.0,0,3,1,3,1.0,1.0,1002,434.0
You're So Cool (Extended Single Version),Hans Zimmer,16Oct5:19pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-16 17:19:00.000000,2019-10-16,62340,17,16,2,0,76323,1067,2,17.5,1.0,0,1067,112,62,0.05810684161199625,0.0018744142455482662,1397,2.0
The Same Answer,Dan Romer,16Oct5:09pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-16 17:09:00.000000,2019-10-16,61740,17,16,2,0,76923,3,3,13.666666666666666,2.0,0,3,1,3,1.0,1.0,1094,434.0
Who I Want to Be,David Arnold,16Oct5:06pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-16 17:06:00.000000,2019-10-16,61560,17,16,2,0,77103,15,9,14.333333333333334,2.7777777777777777,0,15,7,9,0.6,0.6,250,145.0
Who I Want to Be,David Arnold,3Apr5:06pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-04-03 17:06:00.000000,2019-04-03,61560,17,3,2,0,77103,15,9,14.333333333333334,2.7777777777777777,0,15,7,9,0.6,0.6,250,145.0
Frank Gehry,Mark Isham,16Oct4:56pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-16 16:56:00.000000,2019-10-16,60960,16,16,2,0,77703,20,5,15.0,2.0,0,20,4,12,0.6,0.25,645,112.0
Sam On The Roof,Steve Jablonsky,16Oct4:49pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-16 16:49:00.000000,2019-10-16,60540,16,16,2,0,78123,145,4,13.75,2.5,0,145,25,48,0.3310344827586207,0.027586206896551724,801,14.0
M.I.B. Closing Theme,Danny Elfman,16Oct4:28pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-16 16:28:00.000000,2019-10-16,59280,16,16,2,0,79383,5,1,16.0,2.0,0,5,5,1,0.2,0.2,2294,310.0
Calling Home,Lorne Balfe,16Oct4:19pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-16 16:19:00.000000,2019-10-16,58740,16,16,2,0,79923,53,1,16.0,2.0,0,53,11,21,0.39622641509433965,0.018867924528301886,4687,59.0
Opening Titles,The Cinematic Orchestra,16Oct4:15pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-16 16:15:00.000000,2019-10-16,58500,16,16,2,0,80163,2,1,16.0,2.0,0,2,2,1,0.5,0.5,2380,560.0
Time ,Hans Zimmer,16Oct4:10pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-16 16:10:00.000000,2019-10-16,58200,16,16,2,0,80463,1067,3,13.0,2.0,0,1067,112,62,0.05810684161199625,0.0028116213683223993,1149,2.0
Maestro,Hans Zimmer,16Oct3:53pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-16 15:53:00.000000,2019-10-16,57180,15,16,2,0,81483,1067,2,16.5,1.0,0,1067,112,62,0.05810684161199625,0.0018744142455482662,1455,2.0
Ibelin,Harry Gregson-Williams,16Oct3:51pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-16 15:51:00.000000,2019-10-16,57060,15,16,2,0,81603,58,1,15.0,2.0,0,58,12,21,0.3620689655172414,0.017241379310344827,4770,55.0
Aqua Vitae,Future World Music,16Oct3:48pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-16 15:48:00.000000,2019-10-16,56880,15,16,2,0,81783,1,1,15.0,2.0,0,1,1,1,1.0,1.0,4768,807.0
I Waited for You,Aaron Zigman,16Oct3:47pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-16 15:47:00.000000,2019-10-16,56820,15,16,2,0,81843,7,4,15.75,1.75,0,7,3,4,0.5714285714285714,0.5714285714285714,724,252.0
P.B.A.,Nicholas Britell,16Oct3:39pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-16 15:39:00.000000,2019-10-16,56340,15,16,2,0,82323,46,2,13.0,2.0,0,46,26,10,0.21739130434782608,0.043478260869565216,1641,64.0
Band Of Brothers Suite One ,Michael Kamen,16Oct3:32pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-16 15:32:00.000000,2019-10-16,55920,15,16,2,0,82743,8,1,15.0,2.0,0,8,3,4,0.5,0.125,4652,230.0
Buon Giorno Principessa,Nicola Piovani,16Oct3:29pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-16 15:29:00.000000,2019-10-16,55740,15,16,2,0,82923,1,1,15.0,2.0,0,1,1,1,1.0,1.0,4042,807.0
Will's Wish,Craig Armstrong,16Oct3:27pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-16 15:27:00.000000,2019-10-16,55620,15,16,2,0,83043,71,1,15.0,2.0,0,71,19,15,0.2112676056338028,0.014084507042253521,4683,45.0
Farewell,Dario Marianelli,16Oct3:23pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-16 15:23:00.000000,2019-10-16,55380,15,16,2,0,83283,116,2,13.5,2.5,0,116,15,22,0.1896551724137931,0.017241379310344827,1495,24.0
Love Theme From Superman,John Williams,16Oct3:18pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-16 15:18:00.000000,2019-10-16,55080,15,16,2,0,83583,98,3,14.333333333333334,1.3333333333333333,0,98,50,32,0.32653061224489793,0.030612244897959183,1247,32.0
I Have Faith In You ,John Ottman,16Oct3:15pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-16 15:15:00.000000,2019-10-16,54900,15,16,2,0,83763,102,19,14.842105263157896,2.0,1,102,7,45,0.4411764705882353,0.18627450980392157,88,29.0
Photo Montage,Nick Glennie-Smith,16Oct3:12pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-16 15:12:00.000000,2019-10-16,54720,15,16,2,0,83943,20,1,15.0,2.0,0,20,11,5,0.25,0.05,4458,112.0
Pi and Richard Parker,Mychael Danna,16Oct3:05pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-16 15:05:00.000000,2019-10-16,54300,15,16,2,0,84363,38,6,14.333333333333334,2.0,0,38,4,30,0.7894736842105263,0.15789473684210525,510,74.0
Sayuri's Theme ,John Williams,16Oct3:00pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-16 15:00:00.000000,2019-10-16,54000,15,16,2,0,84663,98,2,15.0,1.0,0,98,50,32,0.32653061224489793,0.02040816326530612,1890,32.0
Iron Man 3,Brian Tyler,16Oct2:58pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-16 14:58:00.000000,2019-10-16,53880,14,16,2,0,84783,8,2,13.5,2.0,0,8,5,2,0.25,0.25,1633,230.0
M.I.B. Main Theme,Danny Elfman,16Oct2:55pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-16 14:55:00.000000,2019-10-16,53700,14,16,2,0,84963,5,1,14.0,2.0,0,5,5,1,0.2,0.2,2306,310.0
The Gift,Ramin Djawadi,16Oct2:53pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-16 14:53:00.000000,2019-10-16,53580,14,16,2,0,85083,139,4,12.25,2.0,0,139,47,45,0.3237410071942446,0.02877697841726619,897,18.0
Transformation,The Cinematic Orchestra,16Oct2:47pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-16 14:47:00.000000,2019-10-16,53220,14,16,2,0,85443,2,1,14.0,2.0,0,2,2,1,0.5,0.5,2406,560.0
Evil Man Blues,The Candy Shop Boys,16Oct2:43pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-16 14:43:00.000000,2019-10-16,52980,14,16,2,0,85683,1,1,14.0,2.0,0,1,1,1,1.0,1.0,2168,807.0
Rain,Hans Zimmer,16Oct2:41pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-16 14:41:00.000000,2019-10-16,52860,14,16,2,0,85803,1067,8,14.625,1.75,0,1067,112,62,0.05810684161199625,0.007497656982193065,321,2.0
"Becoming One of ""The People"" Becoming One with Neytiri",James Horner,16Oct2:33pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-16 14:33:00.000000,2019-10-16,52380,14,16,2,0,86283,70,34,14.647058823529411,2.088235294117647,1,70,13,34,0.4857142857142857,0.4857142857142857,40,47.0
Rue des Trois Frères,Fabrizio Paterlini,16Oct2:18pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-16 14:18:00.000000,2019-10-16,51480,14,16,2,0,783,16,1,14.0,2.0,0,16,9,5,0.3125,0.0625,4522,133.0
Soffia la notte,Fabrizio Paterlini,16Oct2:12pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-16 14:12:00.000000,2019-10-16,51120,14,16,2,0,1143,16,1,14.0,2.0,0,16,9,5,0.3125,0.0625,4523,133.0
Words of Amber,Ólafur Arnalds,16Oct1:53pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-16 13:53:00.000000,2019-10-16,49980,13,16,2,0,2283,50,1,13.0,2.0,0,50,20,7,0.14,0.02,3636,61.0
Opening Credits,Terence Blanchard,16Oct1:39pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-16 13:39:00.000000,2019-10-16,49140,13,16,2,0,3123,3,1,13.0,2.0,0,3,3,1,0.3333333333333333,0.3333333333333333,2926,434.0
I Am The Black Gold Of The Sun,Rotary Connection,16Oct10:37am,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-16 10:37:00.000000,2019-10-16,38220,10,16,2,0,14043,1,1,10.0,2.0,0,1,1,1,1.0,1.0,2761,807.0
Light Speed,Dr. Dre,15Oct7:04pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-15 19:04:00.000000,2019-10-15,68640,19,15,1,0,70023,189,1,19.0,1.0,0,189,29,10,0.05291005291005291,0.005291005291005291,3387,7.0
Bar One,Dr. Dre,15Oct7:02pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-15 19:02:00.000000,2019-10-15,68520,19,15,1,0,70143,189,1,19.0,1.0,0,189,29,10,0.05291005291005291,0.005291005291005291,3386,7.0
What's The Difference,Dr. Dre,15Oct6:57pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-15 18:57:00.000000,2019-10-15,68220,18,15,1,0,70443,189,1,18.0,1.0,0,189,29,10,0.05291005291005291,0.005291005291005291,3374,7.0
Xxplosive,Dr. Dre,15Oct6:48pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-15 18:48:00.000000,2019-10-15,67680,18,15,1,0,70983,189,1,18.0,1.0,0,189,29,10,0.05291005291005291,0.005291005291005291,3373,7.0
Big Ego's,Dr. Dre,15Oct6:44pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-15 18:44:00.000000,2019-10-15,67440,18,15,1,0,71223,189,2,18.5,1.0,0,189,29,10,0.05291005291005291,0.010582010582010581,1829,7.0
Still D.R.E.,Dr. Dre,15Oct6:39pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-10-15 18:39:00.000000,2019-10-15,67140,18,15,1,0,71523,189,2,18.5,1.0,0,189,29,10,0.05291005291005291,0.010582010582010581,1853,7.0
