song,artist,play_time,download_time,username,time_type,play_datetime,play_date,time_day_secs,hour,day_of_month,weekday,weekend_flag,time_since_play,artist_count,total_plays,avg_play_hour,avg_play_day,total_weekend_plays,total_artist_plays,artist_distinct_songs,artist_max_song_count,artist_max_song_percent,percent_of_artist_play,song_rank,artist_rank
Rage and Serenity,Henry Jackman,23Jun2:54pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-23 14:54:00.000000,2019-06-23,53640,14,23,6,1,85023,487,48,13.833333333333334,2.2916666666666665,5,487,13,319,0.6550308008213552,0.09856262833675565,18,3.0
Would You Date Me?,Henry Jackman,23Jun2:52pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-23 14:52:00.000000,2019-06-23,53520,14,23,6,1,85143,487,51,13.882352941176471,2.235294117647059,7,487,13,319,0.6550308008213552,0.10472279260780287,14,3.0
The Hidden World,John Powell,21Jun10:10pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-21 22:10:00.000000,2019-06-21,79800,22,21,4,0,58863,16,1,22.0,4.0,0,16,8,5,0.3125,0.0625,2307,133.0
Safe Passage,Hans Zimmer,21Jun10:02pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-21 22:02:00.000000,2019-06-21,79320,22,21,4,0,59343,1067,1,22.0,4.0,0,1067,112,62,0.05810684161199625,0.0009372071227741331,3961,2.0
Duel to Death,Nick Glennie-Smith,21Jun9:43pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-21 21:43:00.000000,2019-06-21,78180,21,21,4,0,60483,20,1,21.0,4.0,0,20,11,5,0.25,0.05,4455,112.0
Stopped Lying Down,David Arnold,21Jun9:40pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-21 21:40:00.000000,2019-06-21,78000,21,21,4,0,60663,15,1,21.0,4.0,0,15,7,9,0.6,0.06666666666666667,4003,145.0
The Lady in the Lake,Daniel Pemberton,21Jun9:28pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-21 21:28:00.000000,2019-06-21,77280,21,21,4,0,61383,22,1,21.0,4.0,0,22,22,1,0.045454545454545456,0.045454545454545456,4601,98.0
Attila the King,Nick Glennie-Smith,21Jun9:21pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-21 21:21:00.000000,2019-06-21,76860,21,21,4,0,61803,20,1,21.0,4.0,0,20,11,5,0.25,0.05,4454,112.0
Ronin,Hans Zimmer,21Jun9:14pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-21 21:14:00.000000,2019-06-21,76440,21,21,4,0,62223,1067,1,21.0,4.0,0,1067,112,62,0.05810684161199625,0.0009372071227741331,3960,2.0
Resurrection,John Debney,21Jun9:09pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-21 21:09:00.000000,2019-06-21,76140,21,21,4,0,62523,5,1,21.0,4.0,0,5,3,3,0.6,0.2,2462,310.0
We Are the Designers,Jacob Shea,21Jun9:07pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-21 21:07:00.000000,2019-06-21,76020,21,21,4,0,62643,1,1,21.0,4.0,0,1,1,1,1.0,1.0,2944,807.0
Emma,Steven Price,21Jun9:04pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-21 21:04:00.000000,2019-06-21,75840,21,21,4,0,62823,23,1,21.0,4.0,0,23,9,7,0.30434782608695654,0.043478260869565216,3293,95.0
The Funerals / Jen's Journey,Trevor Jones,21Jun8:56pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-21 20:56:00.000000,2019-06-21,75360,20,21,4,0,63303,10,1,20.0,4.0,0,10,5,5,0.5,0.1,4359,188.0
Brother Mine,David Arnold,21Jun8:53pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-21 20:53:00.000000,2019-06-21,75180,20,21,4,0,63483,15,1,20.0,4.0,0,15,7,9,0.6,0.06666666666666667,3999,145.0
N'Kara's Theme,Nick Glennie-Smith,21Jun8:51pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-21 20:51:00.000000,2019-06-21,75060,20,21,4,0,63603,20,1,20.0,4.0,0,20,11,5,0.25,0.05,4457,112.0
Battlin' Jack Murdock,John Paesano,21Jun8:48pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-21 20:48:00.000000,2019-06-21,74880,20,21,4,0,63783,23,1,20.0,4.0,0,23,2,22,0.9565217391304348,0.043478260869565216,4685,95.0
Idyll's End,Hans Zimmer,21Jun8:36pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-21 20:36:00.000000,2019-06-21,74160,20,21,4,0,64503,1067,1,20.0,4.0,0,1067,112,62,0.05810684161199625,0.0009372071227741331,3950,2.0
The Lions Theme,Steven Price,21Jun8:32pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-21 20:32:00.000000,2019-06-21,73920,20,21,4,0,64743,23,2,20.5,3.0,0,23,9,7,0.30434782608695654,0.08695652173913043,1503,95.0
Le Marchand de Quenouilles,Nick Glennie-Smith,21Jun8:26pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-21 20:26:00.000000,2019-06-21,73560,20,21,4,0,65103,20,1,20.0,4.0,0,20,11,5,0.25,0.05,4456,112.0
The Legend of Excalibur,Daniel Pemberton,21Jun8:13pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-21 20:13:00.000000,2019-06-21,72780,20,21,4,0,65883,22,1,20.0,4.0,0,22,22,1,0.045454545454545456,0.045454545454545456,4602,98.0
She Was Different,David Arnold,21Jun8:04pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-21 20:04:00.000000,2019-06-21,72240,20,21,4,0,66423,15,1,20.0,4.0,0,15,7,9,0.6,0.06666666666666667,4002,145.0
A Game of Strategy,Steven Price,21Jun8:01pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-21 20:01:00.000000,2019-06-21,72060,20,21,4,0,66603,23,1,20.0,4.0,0,23,9,7,0.30434782608695654,0.043478260869565216,3292,95.0
The Moon Beckons,Nick Glennie-Smith,21Jun7:54pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-21 19:54:00.000000,2019-06-21,71640,19,21,4,0,67023,20,1,19.0,4.0,0,20,11,5,0.25,0.05,4459,112.0
One Moment In Time,Derek Dabbs,20Jun7:14pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-20 19:14:00.000000,2019-06-20,69240,19,20,3,0,69423,5,1,19.0,3.0,0,5,5,1,0.2,0.2,4701,310.0
Reflections,Derek Dabbs,20Jun7:11pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-20 19:11:00.000000,2019-06-20,69060,19,20,3,0,69603,5,1,19.0,3.0,0,5,5,1,0.2,0.2,4702,310.0
Back To Basics,Derek Dabbs,20Jun7:06pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-20 19:06:00.000000,2019-06-20,68760,19,20,3,0,69903,5,1,19.0,3.0,0,5,5,1,0.2,0.2,4699,310.0
Growing Up,Derek Dabbs,20Jun7:01pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-20 19:01:00.000000,2019-06-20,68460,19,20,3,0,70203,5,1,19.0,3.0,0,5,5,1,0.2,0.2,4700,310.0
Same Ol Feelin,Derek Dabbs,20Jun6:55pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-20 18:55:00.000000,2019-06-20,68100,18,20,3,0,70563,5,1,18.0,3.0,0,5,5,1,0.2,0.2,4703,310.0
Ice Cream Man,John Brim,18Jun7:18pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-18 19:18:00.000000,2019-06-18,69480,19,18,1,0,69183,1,1,19.0,1.0,0,1,1,1,1.0,1.0,2802,807.0
Someday (Electric),Otis Spann,18Jun7:15pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-18 19:15:00.000000,2019-06-18,69300,19,18,1,0,69363,1,1,19.0,1.0,0,1,1,1,1.0,1.0,2713,807.0
Dark Road,Eddie Taylor,18Jun7:11pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-18 19:11:00.000000,2019-06-18,69060,19,18,1,0,69603,1,1,19.0,1.0,0,1,1,1,1.0,1.0,4205,807.0
Back Door Man,Howlin' Wolf,18Jun7:08pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-18 19:08:00.000000,2019-06-18,68880,19,18,1,0,69783,3,1,19.0,1.0,0,3,2,2,0.6666666666666666,0.3333333333333333,4663,434.0
The Sky Is Crying,Elmore James,18Jun7:06pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-18 19:06:00.000000,2019-06-18,68760,19,18,1,0,69903,1,1,19.0,1.0,0,1,1,1,1.0,1.0,2615,807.0
That's All Right ,Jimmy Rogers,18Jun7:03pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-18 19:03:00.000000,2019-06-18,68580,19,18,1,0,70083,1,1,19.0,1.0,0,1,1,1,1.0,1.0,2635,807.0
First Time I Met The Blues ,Buddy Guy,18Jun7:00pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-18 19:00:00.000000,2019-06-18,68400,19,18,1,0,70263,1,1,19.0,1.0,0,1,1,1,1.0,1.0,2313,807.0
I'm Your Hoochie Coochie Man,Muddy Waters,18Jun6:56pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-18 18:56:00.000000,2019-06-18,68160,18,18,1,0,70503,2,1,18.0,1.0,0,2,2,1,0.5,0.5,2797,560.0
Last Night,Little Walter,18Jun6:53pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-18 18:53:00.000000,2019-06-18,67980,18,18,1,0,70683,1,1,18.0,1.0,0,1,1,1,1.0,1.0,2975,807.0
The Little Red Rooster,Willie Dixon,18Jun6:50pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-18 18:50:00.000000,2019-06-18,67800,18,18,1,0,70863,1,1,18.0,1.0,0,1,1,1,1.0,1.0,2606,807.0
All Your Love,Magic Sam,18Jun6:47pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-18 18:47:00.000000,2019-06-18,67620,18,18,1,0,71043,1,1,18.0,1.0,0,1,1,1,1.0,1.0,4553,807.0
I Can't Quit You Baby,Otis Rush,18Jun6:43pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-18 18:43:00.000000,2019-06-18,67380,18,18,1,0,71283,1,1,18.0,1.0,0,1,1,1,1.0,1.0,2762,807.0
Wang Dang Doodle,Koko Taylor,18Jun6:40pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-18 18:40:00.000000,2019-06-18,67200,18,18,1,0,71463,1,1,18.0,1.0,0,1,1,1,1.0,1.0,2946,807.0
Two Bugs and a Roach,Earl Hooker,18Jun6:36pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-18 18:36:00.000000,2019-06-18,66960,18,18,1,0,71703,1,1,18.0,1.0,0,1,1,1,1.0,1.0,2401,807.0
Smokestack Lightnin',Howlin' Wolf,18Jun6:33pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-18 18:33:00.000000,2019-06-18,66780,18,18,1,0,71883,3,2,11.0,3.5,1,3,2,2,0.6666666666666666,0.6666666666666666,1669,434.0
Mannish Boy,Muddy Waters,18Jun6:27pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-18 18:27:00.000000,2019-06-18,66420,18,18,1,0,72243,2,1,18.0,1.0,0,2,2,1,0.5,0.5,2798,560.0
Shell,Jóhann Jóhannsson,16Jun7:56pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-16 19:56:00.000000,2019-06-16,71760,19,16,6,1,66903,90,1,19.0,6.0,1,90,52,13,0.14444444444444443,0.011111111111111112,3234,35.0
"Mondnacht, WoO 21",Johannes Brahms,16Jun7:53pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-16 19:53:00.000000,2019-06-16,71580,19,16,6,1,67083,2,1,19.0,6.0,1,2,2,1,0.5,0.5,2755,560.0
Behind the World,Balmorhea,16Jun7:49pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-16 19:49:00.000000,2019-06-16,71340,19,16,6,1,67323,1,1,19.0,6.0,1,1,1,1,1.0,1.0,4113,807.0
Could You Be Loved,Bob Marley & The Wailers,16Jun7:31pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-16 19:31:00.000000,2019-06-16,70260,19,16,6,1,68403,13,1,19.0,6.0,1,13,7,2,0.15384615384615385,0.07692307692307693,4213,155.0
My Favorite Things,John Coltrane,15Jun10:34pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-15 22:34:00.000000,2019-06-15,81240,22,15,5,1,57423,4,1,22.0,5.0,1,4,4,1,0.25,0.25,4014,369.0
Blue Train ,John Coltrane,15Jun10:31pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-15 22:31:00.000000,2019-06-15,81060,22,15,5,1,57603,4,1,22.0,5.0,1,4,4,1,0.25,0.25,4013,369.0
My One And Only Love,John Coltrane,15Jun10:20pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-15 22:20:00.000000,2019-06-15,80400,22,15,5,1,58263,4,1,22.0,5.0,1,4,4,1,0.25,0.25,4015,369.0
Naima,John Coltrane,15Jun10:15pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-15 22:15:00.000000,2019-06-15,80100,22,15,5,1,58563,4,1,22.0,5.0,1,4,4,1,0.25,0.25,4016,369.0
"En Rêve, Nocturne, S. 207",Franz Liszt,15Jun10:00pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-15 22:00:00.000000,2019-06-15,79200,22,15,5,1,59463,3,1,22.0,5.0,1,3,2,2,0.6666666666666666,0.3333333333333333,2180,434.0
Krakow,Hilary Hahn,15Jun9:58pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-15 21:58:00.000000,2019-06-15,79080,21,15,5,1,59583,1,1,21.0,5.0,1,1,1,1,1.0,1.0,3139,807.0
Two Brothers,Anne Dudley,15Jun9:22pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-15 21:22:00.000000,2019-06-15,76920,21,15,5,1,61743,46,1,21.0,5.0,1,46,13,20,0.43478260869565216,0.021739130434782608,4409,64.0
Roll Jordan Roll (feat. Chiwetel Ejiofor & cast),Topsy Chapman,15Jun9:19pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-15 21:19:00.000000,2019-06-15,76740,21,15,5,1,61923,1,1,21.0,5.0,1,1,1,1,1.0,1.0,2665,807.0
Misery Chain (feat. Joy Williams),Chris Cornell,15Jun9:17pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-15 21:17:00.000000,2019-06-15,76620,21,15,5,1,62043,1,1,21.0,5.0,1,1,1,1,1.0,1.0,2544,807.0
Little Girl Blue,Laura Mvula,15Jun9:12pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-15 21:12:00.000000,2019-06-15,76320,21,15,5,1,62343,142,1,21.0,5.0,1,142,13,12,0.08450704225352113,0.007042253521126761,4444,16.0
Respect,Aretha Franklin,15Jun9:03pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-15 21:03:00.000000,2019-06-15,75780,21,15,5,1,62883,3,1,21.0,5.0,1,3,2,2,0.6666666666666666,0.3333333333333333,4420,434.0
Please Mr. Postman ,The Marvelettes,15Jun9:01pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-15 21:01:00.000000,2019-06-15,75660,21,15,5,1,63003,1,1,21.0,5.0,1,1,1,1,1.0,1.0,2422,807.0
Shout,Lulu And The Luvvers,15Jun8:58pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-15 20:58:00.000000,2019-06-15,75480,20,15,5,1,63183,1,1,20.0,5.0,1,1,1,1,1.0,1.0,2742,807.0
Hail Holy Queen ,Musical Creations Studio Musicians (Karaoke),15Jun8:56pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-15 20:56:00.000000,2019-06-15,75360,20,15,5,1,63303,1,1,20.0,5.0,1,1,1,1,1.0,1.0,2913,807.0
My Guy,Mary Wells,15Jun8:54pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-15 20:54:00.000000,2019-06-15,75240,20,15,5,1,63423,1,1,20.0,5.0,1,1,1,1,1.0,1.0,2518,807.0
Give Up The Funk (Tear The Roof Off The Sucker),Parliament,15Jun8:50pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-15 20:50:00.000000,2019-06-15,75000,20,15,5,1,63663,10,2,21.0,2.5,1,10,5,2,0.2,0.2,2007,188.0
Supergroovalisticprosifunkstication (The Bumps Bump),Parliament,15Jun8:49pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-15 20:49:00.000000,2019-06-15,74940,20,15,5,1,63723,10,2,20.5,2.5,1,10,5,2,0.2,0.2,1994,188.0
Mothership Connection (Star Child),Parliament,15Jun8:44pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-15 20:44:00.000000,2019-06-15,74640,20,15,5,1,64023,10,2,20.5,2.5,1,10,5,2,0.2,0.2,2005,188.0
P,Parliament,15Jun8:37pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-15 20:37:00.000000,2019-06-15,74220,20,15,5,1,64443,10,2,20.5,2.5,1,10,5,2,0.2,0.2,1998,188.0
My Little Brown Book,Duke Ellington,15Jun8:26pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-15 20:26:00.000000,2019-06-15,73560,20,15,5,1,65103,5,2,21.0,5.0,2,5,2,3,0.6,0.4,1405,310.0
Ain't Misbehavin' ,Fats Waller,15Jun8:21pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-15 20:21:00.000000,2019-06-15,73260,20,15,5,1,65403,1,1,20.0,5.0,1,1,1,1,1.0,1.0,3399,807.0
Send Me A Postcard,Shocking Blue,13Jun5:25am,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-13 05:25:00.000000,2019-06-13,19500,5,13,3,0,32763,1,1,5.0,3.0,0,1,1,1,1.0,1.0,2735,807.0
Losing Your Mind,Raury,11Jun3:48pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-11 15:48:00.000000,2019-06-11,56880,15,11,1,0,81783,1,1,15.0,1.0,0,1,1,1,1.0,1.0,3014,807.0
Cadillac,Miguel,11Jun3:43pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-11 15:43:00.000000,2019-06-11,56580,15,11,1,0,82083,2,2,19.0,2.0,0,2,1,2,1.0,1.0,1905,560.0
Rule The World (I Came From The City),Michael Kiwanuka,11Jun3:40pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-11 15:40:00.000000,2019-06-11,56400,15,11,1,0,82263,50,2,19.0,2.0,0,50,23,5,0.1,0.04,1305,61.0
Welcome To The Get Down,Jaden,11Jun3:38pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-11 15:38:00.000000,2019-06-11,56280,15,11,1,0,82383,6,3,18.666666666666668,2.0,0,6,3,3,0.5,0.5,1147,278.0
"Roll Tide (From ""Crimson Tide"")",The City of Prague Philharmonic Orchestra,6Jun6:57pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-06 18:57:00.000000,2019-06-06,68220,18,6,3,0,70443,7,1,18.0,3.0,0,7,5,2,0.2857142857142857,0.14285714285714285,3362,252.0
Automatic,John Murphy,6Jun5:42pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-06 17:42:00.000000,2019-06-06,63720,17,6,3,0,74943,24,2,15.5,3.0,0,24,8,14,0.5833333333333334,0.08333333333333333,1417,92.0
Drive Montage,Basil Poledouris,6Jun5:41pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-06 17:41:00.000000,2019-06-06,63660,17,6,3,0,75003,4,1,17.0,3.0,0,4,4,1,0.25,0.25,4665,369.0
The Twelve Towers,Henry Jackman,6Jun5:37pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-06 17:37:00.000000,2019-06-06,63420,17,6,3,0,75243,487,1,17.0,3.0,0,487,13,319,0.6550308008213552,0.002053388090349076,2327,3.0
Swords Crossed,Klaus Badelt,6Jun5:34pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-06 17:34:00.000000,2019-06-06,63240,17,6,3,0,75423,21,1,17.0,3.0,0,21,6,10,0.47619047619047616,0.047619047619047616,4720,104.0
Cliffhanger End Credits,Trevor Jones,6Jun5:25pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-06 17:25:00.000000,2019-06-06,62700,17,6,3,0,75963,10,2,18.5,3.5,0,10,5,5,0.5,0.2,1548,188.0
Dead Ballerina,John Murphy,6Jun5:18pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-06 17:18:00.000000,2019-06-06,62280,17,6,3,0,76383,24,1,17.0,3.0,0,24,8,14,0.5833333333333334,0.041666666666666664,3907,92.0
New Devon,Henry Jackman,6Jun5:14pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-06 17:14:00.000000,2019-06-06,62040,17,6,3,0,76623,487,1,17.0,3.0,0,487,13,319,0.6550308008213552,0.002053388090349076,2203,3.0
Dauntless,Audiomachine,6Jun5:11pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-06 17:11:00.000000,2019-06-06,61860,17,6,3,0,76803,2,1,17.0,3.0,0,2,2,1,0.5,0.5,4206,560.0
Meet Han,John Powell,6Jun5:03pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-06 17:03:00.000000,2019-06-06,61380,17,6,3,0,77283,16,1,17.0,3.0,0,16,8,5,0.3125,0.0625,2119,133.0
Kanada's Death Pt.2 (Adagio in D minor),John Murphy,6Jun4:57pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-06 16:57:00.000000,2019-06-06,61020,16,6,3,0,77643,24,1,16.0,3.0,0,24,8,14,0.5833333333333334,0.041666666666666664,3910,92.0
Inception Medley ,Hans Zimmer,6Jun4:43pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-06 16:43:00.000000,2019-06-06,60180,16,6,3,0,78483,1067,1,16.0,3.0,0,1067,112,62,0.05810684161199625,0.0009372071227741331,3952,2.0
Inception ,Hans Zimmer,6Jun3:59pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-06 15:59:00.000000,2019-06-06,57540,15,6,3,0,81123,1067,1,15.0,3.0,0,1067,112,62,0.05810684161199625,0.0009372071227741331,3951,2.0
Location (feat. Burna Boy),Dave,6Jun3:53pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-06 15:53:00.000000,2019-06-06,57180,15,6,3,0,81483,46,13,11.0,2.230769230769231,2,46,21,13,0.2826086956521739,0.2826086956521739,131,64.0
"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",A$AP Rocky,6Jun3:49pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-06 15:49:00.000000,2019-06-06,56940,15,6,3,0,81723,2,1,15.0,3.0,0,2,2,1,0.5,0.5,2171,560.0
Slippery (feat. Gucci Mane),Migos,6Jun3:44pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-06 15:44:00.000000,2019-06-06,56640,15,6,3,0,82023,1,1,15.0,3.0,0,1,1,1,1.0,1.0,2703,807.0
You Got Me,The Roots,6Jun3:40pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-06 15:40:00.000000,2019-06-06,56400,15,6,3,0,82263,13,6,11.333333333333334,3.0,1,13,4,6,0.46153846153846156,0.46153846153846156,431,155.0
Django Jane,Janelle Monáe,6Jun3:37pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-06 15:37:00.000000,2019-06-06,56220,15,6,3,0,82443,1,1,15.0,3.0,0,1,1,1,1.0,1.0,3966,807.0
Ms. Jackson,OutKast,6Jun3:32pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-06 15:32:00.000000,2019-06-06,55920,15,6,3,0,82743,5,2,16.0,2.5,0,5,4,2,0.4,0.4,1500,310.0
Ms. Fat Booty,Mos Def,6Jun3:25pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-06 15:25:00.000000,2019-06-06,55500,15,6,3,0,83163,27,7,13.857142857142858,2.5714285714285716,1,27,11,7,0.25925925925925924,0.25925925925925924,387,88.0
M.P.A.,Pusha T,6Jun3:20pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-06 15:20:00.000000,2019-06-06,55200,15,6,3,0,83463,9,3,8.666666666666666,3.3333333333333335,1,9,5,3,0.3333333333333333,0.3333333333333333,1171,207.0
That's Not Me,Skepta,6Jun3:17pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-06 15:17:00.000000,2019-06-06,55020,15,6,3,0,83643,5,3,18.0,4.333333333333333,1,5,3,3,0.6,0.6,1169,310.0
Shut Up,Stormzy,6Jun3:14pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-06 15:14:00.000000,2019-06-06,54840,15,6,3,0,83823,12,2,17.5,4.5,1,12,6,4,0.3333333333333333,0.16666666666666666,1698,166.0
Cold,Stormzy,6Jun3:11pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-06 15:11:00.000000,2019-06-06,54660,15,6,3,0,84003,12,2,11.5,2.5,0,12,6,4,0.3333333333333333,0.16666666666666666,1696,166.0
Black SpiderMan,Logic,6Jun3:06pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-06 15:06:00.000000,2019-06-06,54360,15,6,3,0,84303,1,1,15.0,3.0,0,1,1,1,1.0,1.0,4139,807.0
Niggas in Paris,Meek Mill,6Jun3:03pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-06 15:03:00.000000,2019-06-06,54180,15,6,3,0,84483,4,1,15.0,3.0,0,4,4,1,0.25,0.25,3077,369.0
Know My Ting,Ghetts,6Jun3:00pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-06 15:00:00.000000,2019-06-06,54000,15,6,3,0,84663,3,3,13.333333333333334,5.0,2,3,1,3,1.0,1.0,1024,434.0
Hope You’re Happy,Emeryld,6Jun2:56pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-06 14:56:00.000000,2019-06-06,53760,14,6,3,0,84903,4,4,13.75,3.5,0,4,1,4,1.0,1.0,803,369.0
Knock You Down,Keri Hilson,6Jun2:50pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-06 14:50:00.000000,2019-06-06,53400,14,6,3,0,85263,1,1,14.0,3.0,0,1,1,1,1.0,1.0,3138,807.0
POW 2011 ,Lethal Bizzle,6Jun2:47pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-06 14:47:00.000000,2019-06-06,53220,14,6,3,0,85443,4,3,17.666666666666668,2.3333333333333335,0,4,2,3,0.75,0.75,1260,369.0
So Good (& Metro Boomin),Big Sean,6Jun2:42pm,2019-10-24 14:31:03.813210,COKUNUBI,datetime,2019-06-06 14:42:00.000000,2019-06-06,52920,14,6,3,0,85743,1,1,14.0,3.0,0,1,1,1,1.0,1.0,2708,807.0
